PSD @ YYE. Simulation done on 2023- 5- 2   17h57
  -374.64348059887323       -68.501557090939059     
  -374.11372761683270       -69.084423490391146     
  -375.36776102515392       -68.531541255441212     
  -374.85705851946608       -68.199492124795015     
  -375.33626238933726       -68.121111691934289     
  -374.92920078360646       -68.131385351815254     
  -374.58889728699808       -68.373192021837497     
  -374.55455018808044       -69.031568258019362     
  -374.30957427595064       -67.996764443815067     
  -374.23820052226813       -67.723073913879844     
  -374.24089096013921       -67.731823042557949     
  -374.24605329761039       -67.748965175323718     
  -374.22853107623530       -67.718615483490950     
  -374.22425120581300       -67.720545755478184     
  -374.22990972444052       -67.723991869280155     
  -374.23931694608370       -67.720395001818247     
  -374.23617969702912       -67.726058689088973     
  -374.24253190514025       -67.736402094964646     
  -374.22742596467072       -67.753052453825930     
  -374.26198108480793       -67.734687907192466     
  -374.25570481921477       -67.714891560765778     
 #           14
   0.0000000000000000        0.0000000000000000     
   173.34595058087498       -230.83438814558411     
   214.97009682580523       -190.67243601194610     
   120.75838521059873       -163.67831954080731     
  -3.0573786497390216       -212.68271423736394     
  -25.696632728671624       -390.93682029740239     
   59.820746814755331       -386.59493752923663     
   10.597298199224234       -401.10788970862268     
  -13.295502135836561       -489.72590613714829     
 -0.14490115328021602       -519.22537312067425     
  -31.778106254727472       -523.16573555908678     
  -41.311923961409228       -522.91494161445644     
 #           14
   0.0000000000000000        0.0000000000000000     
  -263.41009866994631       -118.10357002234308     
  -150.96429242136804       -158.86868810019263     
  -274.37327492439999       -115.66566568200437     
  -288.70615669879595       -7.7193115078632388     
  -255.56933845100141        23.153393928140481     
  -332.38822129191487       -2.9651395208300180     
  -332.40363920522316       -5.2661486652464990     
  -329.68016582332467       -7.3647200413495622     
  -333.03246394936468       -13.349819710765654     
  -340.36057996112277       -11.225112295843802     
  -340.16458122868391       -10.728983867158318     
  -340.15287853467919       -10.764413351750230     
  -340.09193167070458       -10.724703973717814     
  -340.10926120832869       -10.696582426351309     
  -340.11413049673450       -10.697219402404857     
  -340.11301484019941       -10.691784989021029     
 #           15
   0.0000000000000000        0.0000000000000000     
   196.98431547377155        211.02254095395355     
   207.84332627845134        204.69024944224037     
   132.39830481431278        241.58888993706734     
   144.87230690353641        298.47328438660855     
   148.30676012616755        284.92647009650801     
   153.63419456657203        267.96915602098295     
   130.26188959001252        275.20229073715882     
   148.23094466467407        241.37753803510591     
   196.20833829150851        257.96392362194666     
   220.61718938171231        276.60223008675615     
   241.46749863142938        287.37148942764316     
   242.70934822068622        287.76810047079204     
   243.09823489644327        286.94866282486839     
   244.25744479184877        285.66923436230815     
   243.47716899366642        288.57209603426963     
   243.51310790669658        288.47552823689887     
   243.39230214710352        288.63442652691123     
   243.36263454532840        288.66230089142778     
   243.35012328828961        288.66515963064052     
   243.34589000101224        288.65612751078595     
   243.34355573725105        288.63726430703099     
   243.30773608475781        288.64955703626202     
   243.28276714020521        288.64401056807475     
   243.27622164209532        288.61358259583062     
   243.26074684347873        288.55400760790371     
   243.20453286989064        288.66130036689117     
   243.19740888913535        288.64944141413855     
   243.20208605438899        288.62417753362990     
   243.16382818726399        288.59051809680375     
   243.10597143983549        288.52877225878751     
   243.19608009352189        288.64410813324832     
   243.22537336249786        288.63388337359737     
   243.25024425974883        288.66679388440627     
   243.25838844750922        288.66859378879565     
   243.26308443210181        288.66404078187037     
   243.25683583641680        288.65487411739690     
   243.23844962575376        288.66338494594521     
   243.24607569504704        288.67232347578226     
 #           16
   0.0000000000000000        0.0000000000000000     
   99.585185129966263        270.95409986926512     
   33.168267370088387        262.48437718640696     
  -13.941362512390910        382.26138185794480     
   36.254686974653858        313.08316158314187     
   118.29946344471276        254.63308686874811     
   168.79771357494275        285.42552254185148     
   172.00371750486514        284.89494050665354     
   169.25638209103857        282.29840137386742     
   163.98032371580075        285.87973277324858     
   160.15795581108844        286.52797145976655     
   153.57251962771949        287.81639261049270     
   156.52144237601442        299.21019559171367     
   153.38299814497566        296.77000388166130     
   151.47552045951599        304.09590319091342     
   150.63750563135739        310.64927727177178     
   152.01295596860771        308.10236076390714     
   154.60750490158608        306.54617300548983     
   151.09591008590050        306.47555070496708     
   149.70967302427556        301.85853441705655     
   143.76030640723855        311.19190072112303     
   141.20101205507140        319.65708545265045     
   146.09237073697511        314.60415568259054     
   150.80218279103173        313.43253292026782     
   152.15587295482416        312.85060368353243     
   151.67817905765207        312.88570011747294     
   152.55072224547507        312.95291528325674     
   152.53966669539756        312.86775377021485     
   152.59704810111319        312.99329262818105     
   152.62088947002152        313.00252929308749     
 #           17
   0.0000000000000000        0.0000000000000000     
  -281.11273152621158        65.642710998293083     
  -275.40288707401919        54.632152900699289     
  -198.06960800681057        49.780563293629598     
